client_id,bins
43027,2
13198,1
6280,3
6493,2
13585,0
44905,2
19407,0
40526,3
16958,1
17881,0
1113,3
40625,1
22157,2
19543,2
11069,0
36856,0
44040,2
2939,2
15993,1
38899,0
39892,1
1990,3
20881,2
8489,3
29016,2
42423,2
31585,0
46719,2
28707,0
22788,1
17388,0
39021,1
43484,3
37886,1
17101,0
49421,1
48196,1
27737,0
16600,0
43022,2
28409,3
33118,1
16484,1
8950,3
49025,3
15700,3
3236,1
22655,3
26197,1
21551,1
7447,2
5163,2
28019,1
37719,0
39233,0
45739,1
32897,3
15293,3
9988,1
5672,2
27276,0
27565,2
41636,3
7025,0
36277,2
15084,0
45859,2
9485,3
15785,3
17275,1
38958,1
42676,0
8073,2
24039,0
13380,2
31423,2
2126,3
38933,0
36494,2
35432,2
2101,1
34034,1
12577,2
8521,0
35249,3
26598,0
39720,3
24806,1
23955,1
33740,2
17014,1
30546,1
5204,2
32170,2
3542,0
9,2
19941,3
24221,3
20627,2
44183,2
25432,3
43710,0
33704,2
21203,1
20842,0
21417,1
31914,2
19271,0
13903,2
25760,3
12097,2
16964,2
17603,0
44563,0
48720,2
12382,2
21765,1
624,2
16163,3
46224,1
27129,2
12404,3
44472,1
31854,2
10464,3
29817,1
23713,0
38209,1
17782,0
21984,1
46390,2
5574,1
23914,2
24620,2
6145,1
11719,1
28835,2
21617,2
48466,3
22479,1
42085,0
34850,3
14118,1
44086,0
17450,2
6915,1
19755,1
6780,3
39372,0
39741,0
21453,3
8343,3
35982,2
39194,0
24,3
23669,1
19466,1
22584,3
4145,1
45369,1
44548,2
11239,1
29789,2
29011,3
9567,0
8866,2
27234,2
14182,1
7644,2
13447,0
31881,1
8156,1
17796,2
20821,1
39198,2
44792,2
37176,2
42901,3
35326,3
23662,1
20426,3
12954,1
15081,1
9465,0
36677,1
10424,1
47635,1
11334,0
2012,3
44805,2
38563,2
8325,3
31739,2
23916,3
8201,0
5467,0
38859,3
17097,0
14713,1
17858,1
10232,1
41916,1
34103,0
1741,2
398,0
49681,2
35836,3
19508,2
49355,3
2767,2
4649,3
16410,2
5183,1
23201,1
47319,2
35588,1
8585,3
3935,3
30028,3
25893,2
27929,0
21857,1
12316,2
24356,0
27121,3
39229,0
35702,2
28274,1
44977,0
35970,0
44781,0
45054,2
45373,2
8287,0
2921,2
39754,3
31603,2
37125,0
47100,3
21929,1
656,2
6899,1
4580,0
20144,3
17124,0
19267,1
20888,2
49030,2
48214,0
28323,0
43552,0
17954,3
9357,2
26973,1
1382,2
3369,0
48549,1
28080,0
11237,0
41118,1
25906,1
2621,1
31568,2
8365,1
1514,3
22644,1
40927,2
12035,0
28623,3
32381,2
49272,3
9457,3
45949,1
20043,3
18775,1
21258,1
45478,2
16103,1
10116,3
7855,2
3586,3
48754,0
29194,3
38948,2
10417,2
7315,3
20900,1
31417,3
45403,0
16569,3
28722,1
23864,1
27105,1
47098,3
34586,3
44049,2
10553,2
6124,2
49228,1
47995,1
36361,2
47289,2
19716,3
41187,0
25251,0
24979,1
27650,0
25246,3
32034,2
48440,2
24357,1
25359,3
2498,3
42299,3
6033,1
34679,2
11819,0
19301,2
31477,2
33787,1
26251,2
13917,1
47890,2
693,2
6529,0
6990,1
22560,3
32562,1
38819,2
17524,3
472,3
13279,0
10779,3
14957,3
32879,1
28794,2
46424,0
4206,2
45415,1
4880,3
25064,3
47662,1
36090,1
18628,2
40231,2
20445,0
49329,0
44704,0
25898,3
41303,3
42461,2
33971,1
40484,2
16724,0
4599,1
46929,0
7026,1
49098,2
16672,0
31877,3
40311,2
5140,3
30038,2
2574,3
30126,2
39209,2
36657,2
39012,2
11412,0
36689,0
14556,0
4785,1
8458,3
35589,1
5422,2
9984,2
11818,1
35380,3
3599,0
38017,2
12013,2
21592,0
38672,2
4795,2
40450,1
30215,2
20641,1
43856,1
49885,3
29221,2
33736,1
13181,3
28163,1
44791,1
12275,2
44305,2
20686,1
11687,1
47618,2
43195,2
38654,2
39017,1
33473,3
18200,0
48371,0
22212,3
22509,0
30817,2
37179,1
9145,0
42782,1
43425,2
8510,3
37591,2
28651,2
1,1
14758,2
39793,1
17387,1
4752,1
38738,3
10947,1
29807,3
11163,0
45042,1
41505,0
11029,2
47395,1
47249,2
48712,1
48460,3
11647,1
48075,2
28272,1
30501,1
30626,2
18567,2
36176,1
45549,2
7901,0
31101,1
23747,2
34543,3
49077,2
9259,0
4524,3
14023,1
28229,1
32999,2
19415,0
42727,1
22445,2
4808,1
6976,1
13946,3
13689,1
30929,1
7680,0
2226,2
29819,0
41312,0
41334,3
35501,2
19769,3
29325,3
43629,0
45120,1
30649,0
9335,3
14168,3
33795,0
21690,1
19138,0
6642,3
4925,2
5402,0
7652,3
38574,3
43718,2
1346,2
23837,2
46016,1
17250,3
35170,1
28863,0
21378,0
24296,3
44214,0
26733,1
27044,3
11871,3
29929,3
41735,1
37412,1
26206,1
41988,3
23385,1
2299,3
41052,0
16612,1
3669,2
48421,2
9912,0
9632,2
10283,2
8643,1
14584,3
10087,2
26534,3
6645,0
26820,0
25842,1
13938,3
44534,2
28879,3
23003,2
28413,1
15407,1
32685,1
2505,1
42292,0
13545,1
838,3
47519,1
37494,2
29084,2
5131,2
32545,2
31669,2
48264,2
3690,2
19913,1
41040,1
3638,3
39341,1
29734,3
4631,2
47629,1
7634,1
23186,2
29370,0
23808,0
28018,2
20050,1
480,1
22687,1
38639,1
49107,3
25770,2
7080,0
43489,3
16877,1
10032,2
13552,2
31663,3
10312,3
17150,0
23328,0
44978,1
5608,0
27486,1
49797,1
23740,2
34229,2
17425,1
14510,2
45370,1
32427,3
31358,3
40259,2
2250,0
38528,1
48784,1
16922,1
5450,2
29046,3
29897,2
21907,1
9264,3
7186,3
41339,1
13498,1
46002,3
19010,2
14208,2
49044,2
22552,2
282,2
49731,0
14813,1
23316,1
24321,2
42121,1
856,1
23981,0
21296,1
28191,2
44932,1
14277,2
11031,0
26118,3
30815,3
41648,3
10675,1
22677,1
33815,0
36084,2
25367,1
32004,2
47904,2
34025,3
43925,1
45784,0
43382,1
33734,0
8758,3
43455,3
33223,2
6292,3
4066,1
18945,3
47885,1
22885,2
13843,2
16443,3
46941,0
46482,2
43102,3
12030,2
3546,2
17639,2
26590,1
26188,2
14103,2
9288,0
32587,3
23214,1
12704,0
43575,3
3276,1
30168,2
4438,3
40959,3
27579,3
5773,1
21063,2
41473,3
27915,1
2973,2
17526,0
24438,0
17515,1
30870,1
27900,1
30655,2
3870,3
21662,3
6410,0
14446,0
7394,0
39964,1
33188,0
48015,3
49091,1
13436,3
4812,2
38614,3
18297,0
31174,0
215,0
4565,2
23355,0
23163,3
16438,2
9959,0
33173,1
28552,3
41377,3
5248,2
23154,2
22488,2
25186,3
23877,1
48315,2
33238,1
22875,2
21400,3
45502,3
19617,3
24376,3
6844,1
40201,3
33742,0
36185,2
13879,1
31033,2
40167,2
47141,2
5311,1
21854,1
3783,1
6240,2
14297,2
32291,2
14703,1
18783,3
13284,2
18152,0
37572,2
6736,2
1988,1
39983,3
22425,2
8198,0
48046,1
9682,3
43761,3
38128,2
28603,2
33363,0
20349,0
17624,3
24051,3
204,3
42499,2
11193,3
5039,1
19021,3
1885,2
18707,0
3628,1
7836,3
47900,0
45958,3
23383,1
37896,3
2970,2
13694,1
16827,0
27395,1
33754,1
2634,3
17746,3
39300,3
44198,2
2593,0
20074,3
19498,2
17968,2
13247,1
9326,2
25150,1
6737,3
25216,1
34202,1
22600,2
42900,2
23157,2
31322,0
19019,3
41194,1
14613,3
27594,1
33257,0
46446,0
32676,1
26703,0
28183,3
40391,2
9605,3
16822,0
44788,1
3177,3
41464,0
5798,1
24157,3
43904,1
31383,2
1505,2
25649,3
10997,1
16143,0
217,1
21731,3
38142,1
22772,3
48117,0
2655,1
16627,3
21711,0
20797,1
1969,1
37717,0
36769,1
13671,2
34813,2
37451,0
33699,1
964,2
15977,0
21043,1
44032,3
41022,2
7114,2
38983,0
8302,3
1658,2
12956,2
30145,0
45441,1
46248,1
22799,2
43906,2
17137,3
43135,1
17196,3
38346,2
49999,3
49928,0
21168,0
19721,2
18850,1
39470,2
37164,1
41009,1
4842,1
11215,2
23653,2
42356,2
14761,1
45218,2
37113,3
34701,2
44676,1
24299,1
2125,2
21370,2
27578,3
39329,2
19934,3
42842,2
9119,2
859,2
42385,3
27862,2
8876,2
16579,2
46425,1
25765,3
36864,0
4079,2
49910,0
1564,0
43068,3
32054,2
36299,2
9625,2
48108,2
5993,2
25618,3
46010,1
17818,3
31705,3
47202,3
47832,3
49511,0
31023,2
9274,2
1007,3
1112,1
23915,2
33390,1
5053,2
20812,3
21750,1
36846,3
45469,3
16738,3
26204,2
30833,2
43779,0
20193,1
9691,2
32960,1
22300,2
25886,2
24932,1
4397,0
29053,3
32979,1
14235,1
37072,0
40722,3
9918,1
17925,1
46582,2
2917,0
8136,2
13548,2
23577,0
28459,1
10603,2
37616,2
33175,1
14578,3
926,1
30773,3
34617,1
21975,0
9315,2
28602,0
6694,0
27133,2
8270,0
24083,3
2855,1
32592,2
23504,1
34496,2
42535,2
15379,1
10222,0
32411,2
24034,0
19577,1
339,0
6601,3
44921,1
12902,0
24655,0
20829,2
8162,1
16025,3
37989,0
39453,1
26555,0
6951,1
31089,1
27417,3
44652,1
13036,0
47546,3
47381,2
1958,0
14846,1
24170,1
34975,1
13808,2
25192,1
30880,2
47178,2
31214,2
17412,3
49175,1
32202,2
15529,2
33431,2
27732,0
25503,2
15465,1
7488,3
10014,3
12283,2
4915,3
45793,3
36930,3
29103,2
44857,2
44972,1
17696,0
9591,1
15953,3
45536,1
26559,1
14228,1
35861,2
22148,3
19510,1
14615,2
7900,1
32181,3
8239,2
4135,3
34566,2
16493,2
19311,2
35844,1
29543,1
1715,2
2082,3
12550,2
29525,3
21600,1
17266,3
5540,0
6566,1
17294,0
7978,1
19981,1
34926,1
5014,2
26408,1
38919,3
36553,2
36567,2
43768,2
27442,0
37869,3
32204,3
27706,0
18779,0
11503,3
11469,0
15178,3
26263,1
25506,0
33319,1
41556,0
47340,3
30925,0
30004,3
6761,2
32269,0
760,1
20615,1
45934,1
5936,3
33663,0
23752,2
40505,1
2557,1
22041,1
41901,2
29761,1
20046,1
953,1
6984,0
29301,3
39273,3
42364,0
5614,0
43506,0
47055,3
34436,3
40828,0
3192,1
37332,0
30866,2
11373,1
29003,1
2796,1
43470,0
20976,1
15128,0
221,1
46563,2
43600,2
16750,3
8708,1
24317,3
37861,2
3982,0
24093,2
46155,3
119,0
27290,1
13478,2
41488,0
32084,3
42282,1
45539,2
29209,1
10201,1
24562,1
3581,3
6474,1
41552,2
48269,1
20227,3
39250,2
24831,2
48787,3
17516,3
36468,1
6912,2
30694,3
38679,2
24582,0
17311,2
24364,0
7428,0
30798,3
12302,1
588,3
16397,0
37292,2
45628,1
21973,3
37710,1
16847,2
27761,3
20828,1
2976,0
29181,2
14066,0
12077,2
19581,1
33178,3
39236,1
24852,1
41317,0
11508,2
35597,2
17956,2
28532,1
22521,1
5583,3
14278,1
20610,3
22113,2
22850,0
11474,2
15117,0
2741,3
32385,1
43187,3
19137,3
49179,2
11778,0
18485,0
3927,2
18506,1
20079,0
35356,3
445,0
2424,2
42117,1
9160,3
7850,2
16249,2
42089,0
29888,2
37529,3
11792,1
16449,1
45329,2
6424,2
35117,2
25970,1
24985,1
41225,2
6277,1
10289,1
10710,2
1287,3
35437,1
32341,0
7716,3
26596,1
47736,0
8501,1
39832,3
30705,1
10756,3
11700,3
42030,1
42349,0
13313,2
8082,0
39634,1
16974,3
11149,2
10355,2
1205,1
29905,2
5109,1
27757,1
33908,0
23110,0
11005,1
19480,3
28669,1
38064,1
31878,2
43999,0
19809,3
14255,3
26238,2
11442,2
29871,3
36011,2
34449,1
4255,1
48768,2
27070,1
48696,1
29607,2
41672,2
30973,2
40773,2
18924,2
36585,3
17052,2
3482,0
47696,1
40223,1
18433,0
9856,3
43660,1
11101,3
21094,1
8282,2
47318,0
49677,1
17167,2
6249,2
649,3
30513,0
15930,1
29522,1
39467,1
26375,0
20596,2
1766,1
46952,1
9710,2
16350,2
46775,0
43431,1
43569,2
14245,3
6849,0
22724,2
44427,2
22739,1
33884,2
13825,1
9713,3
10637,1
41492,0
5868,3
24168,1
33575,0
48741,2
1457,2
15901,2
33725,1
16283,0
16328,2
41089,1
8089,1
10326,1
2397,2
648,1
3761,1
9027,3
47361,0
23379,3
19948,3
45833,0
5770,1
5898,2
9851,0
20831,0
26497,1
42840,1
3939,0
21629,2
36636,0
19726,1
31143,3
21928,1
7942,1
44757,2
16753,2
12059,2
27593,0
6757,2
30105,0
15948,1
36966,1
14021,0
33757,3
3589,2
43185,2
3089,0
34139,0
22339,3
30044,1
13867,1
9569,2
2285,3
9164,2
12873,0
43938,0
961,1
41964,3
4147,1
1446,3
16099,1
5613,0
25744,1
12739,0
32285,0
16910,3
8638,0
23789,2
12256,2
5196,0
36715,2
9541,2
9366,2
47641,0
38524,2
33898,3
3232,3
40056,2
7375,2
32424,1
42898,3
5909,3
20320,0
23890,3
4737,3
13162,3
33377,2
20071,0
616,2
12249,2
9867,1
35399,0
7820,2
48519,2
41649,1
46521,0
2202,2
5780,2
3187,3
25803,1
37992,1
35078,0
41106,3
26433,3
1776,3
48697,2
32861,1
20687,2
39678,2
19461,0
40256,2
40239,2
3869,2
16637,2
8914,0
26085,0
20196,2
44682,1
8142,1
37363,2
22542,2
44947,1
44459,3
13713,0
8293,0
26394,2
10799,0
24400,1
1940,1
11734,0
14149,2
43450,3
23873,3
8252,2
32665,3
300,3
33326,3
41392,1
45894,1
32609,0
8034,3
39593,0
25781,1
38789,3
38022,3
42818,3
181,2
18137,3
36039,2
47393,1
8835,3
36565,1
9391,2
10345,2
22887,1
39565,0
37873,3
947,3
38769,0
1272,0
32773,2
38755,2
41903,2
24494,1
28087,1
17039,0
20306,1
19966,1
41274,1
13343,2
18910,0
15855,0
23976,0
25801,0
42098,1
19812,2
2711,2
26990,1
11033,2
46953,3
1672,2
27166,3
37117,1
7825,2
33192,0
16654,2
9242,2
14259,1
30121,1
939,0
39261,2
11567,0
42362,3
3550,2
37615,1
22165,0
9933,1
19989,0
45193,1
41761,2
23457,3
36368,1
30679,3
256,3
7271,0
30331,0
44831,0
23824,0
47860,0
47277,3
34338,0
10483,0
3916,3
19419,0
6632,2
15203,3
24247,3
4897,3
48067,1
38731,0
23161,2
10128,3
20485,3
36962,1
5604,3
1970,2
26942,2
25588,2
3995,0
29814,2
2542,3
39950,2
40095,0
48740,3
22317,1
1452,3
38342,0
30593,1
47059,3
6516,3
30360,0
19237,2
21421,2
18368,2
45175,2
24531,1
19720,3
16826,1
39191,3
25512,2
208,1
10612,2
20151,2
46421,2
38699,3
31345,0
38119,0
18145,2
27141,0
10165,1
14046,1
33020,1
48621,1
48306,0
44517,1
8650,3
20635,1
4833,2
30689,3
46641,0
38523,1
7306,1
19503,1
28578,3
12182,3
6369,1
25148,1
37608,2
3806,1
37114,1
40691,2
34057,3
9518,3
26368,2
2731,2
7268,1
41482,2
11085,2
17948,2
25990,0
17905,0
15468,3
46251,0
31229,0
14779,3
23322,3
16365,0
25736,2
49498,0
47614,3
11039,2
31296,0
7987,2
21240,3
25728,2
1653,3
10587,2
38610,3
28159,1
12326,1
37651,0
44019,1
12998,2
36409,3
45982,0
19648,0
39576,0
35993,0
43490,3
37307,3
19440,3
31644,2
34142,0
33376,2
8168,3
24799,2
46670,2
17194,1
24050,2
48992,2
10120,3
37890,1
38950,2
36780,2
33959,0
9399,1
11173,2
44266,1
16650,1
42177,3
14215,3
29728,3
17316,0
3717,3
15883,3
22733,3
34463,2
24644,1
30738,1
14413,2
22896,2
11336,1
19970,1
46164,0
36537,3
35447,2
26136,1
42699,2
29439,0
3990,3
10995,2
34680,2
34700,2
11931,1
39748,2
15189,3
3846,3
32692,2
6570,0
29612,1
21290,0
46994,2
49297,3
26044,1
1177,0
10098,1
38884,3
9036,3
13183,2
41896,3
1799,3
43637,0
22752,2
8871,2
49666,2
47724,0
30595,1
16949,0
31904,3
28456,2
24857,3
42519,3
49745,2
29868,3
1657,0
9786,1
2811,1
20558,2
999,1
35019,1
36024,3
28270,0
46163,0
41951,3
1973,2
27798,2
32061,1
30942,1
2891,1
6579,3
48957,1
4871,0
11667,3
23079,2
18752,3
13893,3
10161,0
10785,2
15540,2
4418,2
37856,3
435,0
22956,0
26359,3
13394,2
28068,2
39488,2
47063,1
22846,2
16403,2
23342,2
30084,3
39707,1
33471,2
16189,3
16459,2
7847,0
2979,1
5856,1
2097,1
26616,2
40004,0
38390,2
20590,3
45933,3
49925,3
5485,2
49800,1
1982,2
26422,0
47188,0
44513,1
48341,2
46295,2
21859,3
14404,2
14544,0
17384,2
37699,0
4190,0
16021,2
87,3
25507,3
28276,1
27968,2
10888,1
41105,0
42203,1
43021,3
33351,1
45000,3
27284,0
41658,1
44979,2
46419,2
24340,1
20974,1
3148,2
22576,3
14681,1
4537,1
34023,2
29004,0
9674,1
38507,0
955,2
23592,2
36674,3
4480,1
17642,0
12588,1
2535,0
14959,3
35120,1
20584,3
10878,1
47927,3
31997,1
41135,3
12240,2
34434,2
273,0
9872,2
43220,2
29613,3
47377,1
17662,3
8590,3
44176,0
31636,2
31939,1
13964,2
8145,2
4042,3
27945,0
15380,2
8705,1
39505,1
23057,1
11314,2
39321,0
29124,0
16344,2
35553,2
47466,3
9405,3
18121,0
26940,3
21660,3
40789,3
39222,3
39548,0
5520,1
779,1
45323,0
15870,1
3303,1
22455,0
37665,0
37663,0
33855,3
42276,1
2849,1
41846,3
45636,0
22727,3
47715,1
2526,1
23563,2
35296,3
37866,1
25968,2
8144,2
32268,3
15483,0
41637,0
3747,3
45125,2
34145,2
11730,2
9729,2
26446,0
6364,0
46452,3
2243,3
20013,0
272,1
13168,2
26489,1
21464,1
29128,0
44041,1
43087,1
18642,3
34358,0
30692,1
21528,0
36813,3
38603,3
5917,0
19471,3
26694,2
26426,1
24705,3
17563,1
9606,0
23022,0
20149,3
29636,1
9402,1
10059,2
26880,3
2517,0
18572,1
14565,2
5620,0
30654,2
17498,2
32578,2
20052,2
25413,1
291,1
2738,3
4071,0
44095,2
24455,3
41808,2
43089,3
29150,3
15613,3
39722,1
4464,0
12705,1
40931,0
42748,3
31662,1
11983,0
2020,1
23996,2
45335,3
37123,2
17876,2
42277,0
23980,2
6571,3
41139,1
19658,1
41471,3
32635,1
42180,2
34766,3
32839,2
47628,0
30678,2
47950,2
11568,1
16490,0
34180,3
21720,3
8737,3
46486,2
45239,2
23921,2
16924,0
4619,2
6099,1
4302,1
28025,2
30574,2
4759,2
4275,1
37917,0
9913,2
46000,3
32499,1
6922,1
29554,3
2054,3
25822,0
22915,2
2386,2
18749,2
4452,2
25902,0
19038,2
26237,0
31692,3
47844,2
47991,3
7178,3
42303,2
7648,1
31291,0
17372,1
992,1
14091,3
35765,3
32614,2
19774,3
30941,1
5835,2
16899,3
36417,2
10843,2
26574,1
16203,3
5049,1
15358,1
8155,1
19174,2
19998,0
4864,3
24098,1
11582,2
24097,3
22255,1
783,2
46755,0
22449,0
49153,3
41169,1
25924,0
20865,2
30220,3
1537,2
33548,2
13880,2
31185,2
49523,1
13110,1
876,2
34280,1
10834,1
17674,3
13766,0
31804,1
40632,1
28182,3
8381,0
46877,1
11444,3
42892,3
17453,3
11550,3
30383,2
38805,2
18224,2
36265,1
20171,3
11885,1
23852,3
16081,1
9993,1
3017,1
9528,1
14776,1
22919,3
7174,1
31212,0
1522,1
10542,2
7586,0
10022,1
36017,0
48397,1
38253,3
14447,3
43951,0
11119,2
10307,1
3123,0
44398,0
33028,1
46945,0
36444,2
13788,3
28975,3
25985,1
22798,3
39755,2
45974,3
7130,1
46602,2
40028,2
21576,1
12156,2
48351,2
38332,3
40827,2
33595,2
4563,1
24478,2
38377,1
32303,2
5338,2
46302,0
36115,2
26182,1
43149,2
11189,1
42638,0
9595,1
12879,1
33330,1
714,1
22951,3
41260,1
9475,1
12417,2
26542,0
37812,3
39278,2
34763,1
37083,2
15187,1
36561,1
11222,2
19612,2
44463,0
454,0
35017,2
47594,3
18672,2
37005,1
20443,1
26974,1
20948,2
37325,2
19164,3
33975,1
27191,0
14747,3
19104,2
7818,3
22062,1
31176,0
46107,0
19173,2
42586,2
45145,2
47970,3
30157,0
33155,3
9629,0
43077,2
7466,1
40374,3
49725,2
37947,2
48865,2
38897,3
48066,0
39112,2
26356,2
47604,1
20377,3
9707,1
15971,0
37297,2
49613,0
27115,2
17912,1
27885,2
26558,3
692,2
19204,2
29208,1
36081,1
27264,3
4672,1
44351,1
46753,2
40961,0
3131,2
27658,3
18266,2
9293,0
39979,0
24965,1
7972,2
46541,0
30306,0
16555,2
5697,2
32977,1
4917,3
3354,1
23467,0
22075,2
7790,2
22048,1
21803,3
9227,0
20573,2
25733,3
46045,3
28916,1
48841,2
26812,0
23711,2
17232,3
11240,3
32394,3
10784,1
1458,2
5463,1
33712,0
5121,1
11152,0
39583,2
3950,2
21020,3
44550,1
26304,2
7078,1
22838,1
16625,2
21540,1
32857,3
45035,0
43451,3
5137,0
39866,2
32615,1
24203,2
33396,1
38032,3
31831,2
10656,0
95,2
49059,2
625,2
22545,2
22094,3
41003,1
22137,1
41516,1
33101,2
16521,2
24116,0
4390,1
44737,2
46231,0
4075,0
35484,3
30519,3
43585,0
43810,1
45234,3
45582,1
22742,2
25217,1
11077,1
44331,0
6671,2
37518,3
5963,1
20451,0
3044,3
18380,1
5090,2
25268,3
31786,3
13572,0
36645,3
22017,0
35372,2
2024,3
27773,2
45230,2
17337,1
46623,0
10705,2
30791,1
9067,2
18482,2
20333,1
40697,0
46383,3
25299,1
34816,2
29689,1
44586,0
25472,0
15951,3
31022,0
13303,0
20371,3
9976,1
40906,0
18646,0
17356,0
6082,0
41583,2
8607,1
31828,0
27001,3
15961,1
10328,1
13900,3
2531,1
2395,0
41956,2
21589,2
48599,2
29564,1
15090,0
26912,2
1008,0
36801,3
17043,1
28674,3
49058,1
14777,3
12285,1
37336,2
20019,1
18171,2
46056,0
1947,2
28809,2
25603,0
38720,3
49665,0
7181,1
31827,2
29788,1
5939,1
12394,0
7516,3
35143,0
47796,3
43005,2
19120,2
32764,1
4657,1
36362,1
40865,1
20899,0
1506,2
11247,2
20724,1
25827,1
34720,2
44402,2
34376,3
11199,2
33310,3
13229,0
43171,2
42766,3
42573,2
37521,2
7415,3
2200,0
26221,1
20979,1
27824,3
12006,1
8295,2
33811,2
23589,1
21591,0
23516,3
37775,0
3796,2
49751,3
28501,3
7503,2
47829,1
16423,3
45212,3
45503,1
31934,3
6754,0
15616,1
29709,1
21431,0
13556,2
40375,1
28616,3
27270,3
13439,1
35726,3
2349,3
26841,1
16559,1
21462,2
15305,0
1127,3
29457,0
16139,0
24279,1
34228,3
20174,1
38680,0
26274,1
27118,2
21445,1
15708,3
32650,0
47162,2
29751,3
2774,1
820,2
25276,0
25813,2
10367,2
32775,3
22145,2
13072,3
20814,3
3698,3
12599,1
17679,0
25768,2
19701,3
31620,0
19791,3
48253,2
48623,1
3826,0
22955,0
37755,3
17177,2
39482,1
39561,3
27927,3
2062,2
27425,0
16575,2
48124,0
26916,0
32339,3
44026,1
47061,0
29129,3
15790,2
25749,1
12139,1
4018,3
9594,1
10131,2
19144,1
38029,1
26055,2
37241,2
31116,1
20606,1
45083,0
49351,3
18864,2
44482,3
2096,1
42608,2
43205,0
19609,0
34612,2
49785,2
28391,2
46921,2
8754,2
19947,3
31024,0
18852,1
37543,2
38943,3
32442,1
3720,3
40117,2
2218,1
9430,3
12614,2
46280,3
43223,2
32085,2
35811,1
5702,0
41456,3
7057,0
19518,1
32045,1
43204,1
31144,1
39852,1
15070,0
15315,1
4910,1
8689,0
43834,1
14807,2
5120,2
19288,0
16787,2
27254,2
6137,3
10546,0
42934,1
13351,3
42909,3
35429,3
6952,1
8678,3
34477,0
8256,2
32849,1
27541,2
8452,1
26391,1
12397,3
2229,1
31863,1
43100,3
28549,0
14425,0
11919,1
42864,1
45952,1
6760,1
47784,2
14061,3
6392,1
28072,2
29650,0
37575,3
6692,2
44505,1
15459,3
36923,2
5483,2
32212,3
18238,3
14978,3
2940,2
26829,3
1634,1
40481,1
37254,2
32693,2
46342,2
